,Unnamed: 0,Product name,rating
3673,3673,Dark Truffle Piglet Chocolate Bar,
3674,3674,Berry Mint Gems,
3675,3675,Spring & Renewal™ Liquid Fabric Conditioner,Nutri-Score A - Very good nutritional quality
3676,3676,"Cookies, Family Recipe, Ginger Snap",
3677,3677,Steam Fingerling Potato,
3678,3678,Banana Split Ice Cream,Nutri-Score D - Poor nutritional quality
3679,3679,Caramello Milk Chocolate Candy Bar,
3680,3680,Outdoor Fresh Fabric Softener Dryer Sheets,
3681,3681,Decker Bundle,
3682,3682,Simply Pinto Bean & Flax Bean Chips,Nutri-Score A - Very good nutritional quality
3683,3683,Charcoal Briquettes Mesquite,
3684,3684,Heirloom Navel Orange,Nutri-Score not computed - Unknown nutritional quality
3685,3685,Leaf Cut Spinach,Nutri-Score not computed - Unknown nutritional quality
3686,3686,Pure Performance Protective Shampoo Rose & Chamomile,
3687,3687,Simply 100 Vanilla Blended Non-Fat Greek Yogurt,Nutri-Score A - Very good nutritional quality
3688,3688,English Breakfast Tea Bags,Nutri-Score B - Good nutritional quality
3689,3689,Oregon Strawberry Ice Cream,Nutri-Score D - Poor nutritional quality
3690,3690,Organic Snipped Green Beans,
3691,3691,Ranch Dressing Light,Nutri-Score D - Poor nutritional quality
3692,3692,Bacon Cheddar Beef Burger,Nutri-Score D - Poor nutritional quality
3693,3693,Healthy Skin Anti-Wrinkle Cream with Sunscreen SPF 15,
3694,3694,"Toothpaste, Sensitive, Soothing Mint",
3695,3695,100% Pure Grape Juice,Nutri-Score E - Bad nutritional quality
3696,3696,Uncured Hickory Smoked Pepper Bacon,
3697,3697,100% Natural Diced Fire Roasted Tomatoes,
3698,3698,Salt & Vinegar Potato Chips,Nutri-Score A - Very good nutritional quality
3699,3699,Light White Chocolate Strawberry Fat Free Yogurt,
3700,3700,Sliced Almonds,Nutri-Score A - Very good nutritional quality
3701,3701,Asian Pears,Nutri-Score C - Average nutritional quality
3702,3702,Earl Grey  Black Tea Blend,
3703,3703,Whole Grain Blends Wheat Couscous Roasted Garlic & Olive Oil,
3704,3704,Zero Calorie Lemon Lime Soda,Nutri-Score not computed - Unknown nutritional quality
3705,3705,Kelp Atlantic Kombu,
3706,3706,Organic Spaghetti No. 12,Nutri-Score A - Very good nutritional quality
3707,3707,Lemon Hummus,Nutri-Score D - Poor nutritional quality
3708,3708,Quince Day Cream,
3709,3709,Enlightened Gluten Free Garlic And Onion Crisps,
3710,3710,"Applesauce On The Go Pouches, Variety",
3711,3711,Maple Nut Hot Oatmeal,
3712,3712,Special K Chocolate Caramel Protein Meal Bar,
3713,3713,Classic Pate Chicken & Tuna Dinner Cat Food,
3714,3714,Pistachio Cream Body Wash,
3715,3715,Savory Butter Rolls,Nutri-Score D - Poor nutritional quality
3716,3716,Pizza for One Deluxe Frozen Pizza,
3717,3717,Natural Bliss Almond & Vanilla Liquid Coffee Creamer,Nutri-Score D - Poor nutritional quality
3718,3718,Coleslaw Dressing Calorie Free,Nutri-Score C - Average nutritional quality
3719,3719,Smooth & Sleek Anti-Freeze Shampoo with Argan Oil,Nutri-Score C - Average nutritional quality
3720,3720,Root 66 Max Volume Conditioner,
3721,3721,Original Kombucha,Nutri-Score B - Good nutritional quality
3722,3722,Wheat Free Gluten Free Instant Oatmeal Maple Raisin With Flax,
3723,3723,Calzone Spinach Feta & Tomato,
3724,3724,Power Up Greens Baby Kale & Greens,Nutri-Score A - Very good nutritional quality
3725,3725,SPF 40 Facial Moisturizer,
3726,3726,Water Softener Pellets,
3727,3727,Lemon Sandwich Creme Cookies,Nutri-Score E - Bad nutritional quality
3728,3728,Organic Lemonade 10% Fruit Juice From Concentrate,
3729,3729,Powersmile Peppermint Toothpaste,
3730,3730,Chicken Taco Spices & Seasonings,Nutri-Score not computed - Unknown nutritional quality
3731,3731,"Tea Tree Oil Mouthwash, with Essential Oil of Spearmint",
3732,3732,Sliced Van Gogh Original Gouda Cheese,Nutri-Score not computed - Unknown nutritional quality
3733,3733,Natural Raw Almonds,Nutri-Score A - Very good nutritional quality
3734,3734,Organic Cheddar Snack Mix Bunnies,
3735,3735,70% Cacao Baking Bar,
3736,3736,Pure Tart Cherry 100% Juice,Nutri-Score not computed - Unknown nutritional quality
3737,3737,Spiked Up Look Putty,
3738,3738,Split Pea & Ham Soup,Nutri-Score A - Very good nutritional quality
3739,3739,Chocolate Coins Dark Blue & Silver,
3740,3740,Original Bacon,Nutri-Score C - Average nutritional quality
3741,3741,Every Woman's One Daily 40+ Multivitamin,
3742,3742,Pure Mint With Herbal Accent Sugar Free Gum,
3743,3743,Original rising Crust Hawaiian Style Pizza,Nutri-Score C - Average nutritional quality
3744,3744,Culinary Crisps Asiago Cheese,
3745,3745,Vanilla Cream Filled Wafers,Nutri-Score E - Bad nutritional quality
3746,3746,Pumpkin Pancakes & Waffle Mix,Nutri-Score D - Poor nutritional quality
3747,3747,"Drumstick Super Nugget Strawberry, Vanilla Fudge And Vanilla Frozen Dairy Dessert Cones",
3748,3748,Cherry Limeade Lemonade,Nutri-Score not computed - Unknown nutritional quality
3749,3749,More Flavors Assorted Dog Treats,
3750,3750,Malty Assam Black Loose Leaf Tea,
3751,3751,Organic Chili Chipotle Ground,
3752,3752,PM Headache Aspirin,
3753,3753,Fully Cooked Calabrese Italian Pork Sausage,
3754,3754,Small Lamb Loin Chops,
3755,3755,9 Grain English Muffins,Nutri-Score A - Very good nutritional quality
3756,3756,Meaty Bits Chicken Dinner in Gravy Cat Food,
3757,3757,Soup on the Go Cheesy Potato With Bacon Flavor Soup,
3758,3758,Lavender Scent Glass Cleaner,
3759,3759,Greek Raspberry Whole Milk Yogurt,Nutri-Score B - Good nutritional quality
3760,3760,Soft Wave ZigZag Toothbrushes,
3761,3761,Fresh Whole Mushrooms,Nutri-Score A - Very good nutritional quality
3762,3762,Thick Sliced Naturally Hardwood Smoked Bacon,Nutri-Score E - Bad nutritional quality
3763,3763,Good Seed Organic Thin Sliced Bread,
3764,3764,Maximum Strength Rapid Clear® Treatment Pads,
3765,3765,Combination Pizza Bites,Nutri-Score C - Average nutritional quality
3766,3766,Yoga Bath Soak,
3767,3767,Caramel Macchiato Latte,Nutri-Score not computed - Unknown nutritional quality
3768,3768,Essential Red,Nutri-Score A - Very good nutritional quality
3769,3769,"Liquid Hand Soap, Refill, Lavender Scent",
3770,3770,Organic Dailt Vitamin Pops,
3771,3771,Original Diced Tomatoes and Green Chilies,Nutri-Score A - Very good nutritional quality
3772,3772,Acai Pomegranate Natural Energy Powder,
3773,3773,Cold Brew Coffee Double Espresso with Almond Milk,
3774,3774,100% Pure Sensitive Skin Care Grape Seed Oil,
3775,3775,"Oregano, Ground",Nutri-Score not computed - Unknown nutritional quality
3776,3776,Soft Frozen Variety Pk Lemonade Lemon & Raspberry Lemonade,
3777,3777,Rich Milk Chocolate Complete Nutritional Drink,Nutri-Score E - Bad nutritional quality
3778,3778,Organic Red Lentil Mini Fettucini,
3779,3779,Grape with Electrolytes & Vitamins Water Beverage,Nutri-Score not computed - Unknown nutritional quality
3780,3780,Hawaiian Rolls,Nutri-Score D - Poor nutritional quality
3781,3781,Yellow Peach,Nutri-Score A - Very good nutritional quality
3782,3782,Organic Alphonso Mango Lassi,Nutri-Score B - Good nutritional quality
3783,3783,Muenster Chunk Cheese,Nutri-Score D - Poor nutritional quality
3784,3784,"Coffee Drink, Mochaccino",Nutri-Score not computed - Unknown nutritional quality
3785,3785,Fresh Tartar Sauce,
3786,3786,Authentic Green Tea,Nutri-Score not computed - Unknown nutritional quality
3787,3787,Gourmet Cumin,Nutri-Score not computed - Unknown nutritional quality
3788,3788,Immunity Probiotic,Nutri-Score not computed - Unknown nutritional quality
3789,3789,Grilled Chicken,Nutri-Score not computed - Unknown nutritional quality
3790,3790,Sweet & Simple Lemon Cookies,Nutri-Score C - Average nutritional quality
3791,3791,Organic Sweet Potatoes,Nutri-Score A - Very good nutritional quality
3792,3792,Ultra Soft & Strong Bath Tissue,Nutri-Score B - Good nutritional quality
3793,3793,Outshine Fruit Bars Assorted Fruit,
3794,3794,Red Potatoes,Nutri-Score E - Bad nutritional quality
3795,3795,Grandmas Brownie Bc 2.875 Oz,
3796,3796,Loaded Potato Salad,Nutri-Score C - Average nutritional quality
3797,3797,Sesame Chicken Rice Noodle Soup Bowl,Nutri-Score D - Poor nutritional quality
3798,3798,100% Juice Cranberry Blend Frozen Concentrate,
3799,3799,Gummi Worms Candy,Nutri-Score D - Poor nutritional quality
3800,3800,Healing Baby Diaper Rash Cream,
3801,3801,Organic Summer Strawberry Bunny Fruit Snacks,Nutri-Score D - Poor nutritional quality
3802,3802,Deodorant Fresh Scent,
3803,3803,Organic Coconut Almond Peanut,Nutri-Score D - Poor nutritional quality
3804,3804,French Vanilla Sugar Free Powder Coffee Creamer,
3805,3805,H'aole Special Cocoa Spread,
3806,3806,Cinnamon Whiskey,Nutri-Score not computed - Unknown nutritional quality
3807,3807,Best Sloppy Joe Skillet Sauce,
3808,3808,"Honeycrisp Apples, Bag",
3809,3809,Diced San Marzano Style Organic Plum Tomatoes,
3810,3810,Outshine Fruit & Veggie Bars Tangerine Medley,Nutri-Score C - Average nutritional quality
3811,3811,Chewable Acidophilus And Bifidum Strawberry Flavor,
3812,3812,Organic Sea Salt Dark Chocolate,Nutri-Score E - Bad nutritional quality
3813,3813,Halogen Soft White 43 W Light Bulbs,
3814,3814,Warehouse Direct Styrofoam 28 Qt Ice Chest Disposable Cooler,
3815,3815,Chocolate Espresso High Protein Bar,Nutri-Score not computed - Unknown nutritional quality
3816,3816,Instant Oatmeal Maple & Brown Sugar,Nutri-Score C - Average nutritional quality
3817,3817,Tastes Of India Butter Chicken Simmer Sauce,
3818,3818,Fruit Gushers Strawberry Splash/Tropical Variety Pack Fruit Flavored Snacks,
3819,3819,"Raw Snack, TigerNut, Original",
3820,3820,Raspberry Soft Serve Fruit Pop,
3821,3821,Simply Dressed Lemon Vinaigrette,
3822,3822,Vanilla Honey with Moisturizer Hand Soap,
3823,3823,Smoothing Jasmine and Vitamin E Hawaiian Moisture Cream,
3824,3824,Organic Baby Cereal Protein-Packed Quinoa 6+Mths,
3825,3825,Lemon Butter Cookies,Nutri-Score E - Bad nutritional quality
3826,3826,Mango Chia Bar,Nutri-Score D - Poor nutritional quality
3827,3827,Natural Goat Cheese,Nutri-Score D - Poor nutritional quality
3828,3828,Beef Franks 8 Count,
3829,3829,"Ground Pork, Extra Lean, 4% Fat",
3830,3830,Food Storage Square Green - 2 PK,
3831,3831,Hello Hydration Shampoo,Nutri-Score not computed - Unknown nutritional quality
3832,3832,Pitted Medium Ripe Olives,Nutri-Score not computed - Unknown nutritional quality
3833,3833,Cherry Garcia Frozen Yogurt,Nutri-Score C - Average nutritional quality
3834,3834,Roast Turkey Breast Slices Turkey,
3835,3835,Sun Blossom Probiotic Kombucha,
3836,3836,Organic Curry Leaves,
3837,3837,Summer Strawberry Fruit Strip,Nutri-Score C - Average nutritional quality
3838,3838,Peach Vodka,Nutri-Score not computed - Unknown nutritional quality
3839,3839,Dual Action Beta Immune and Anti-Oxidant Citrus,
3840,3840,Carrot Squash & Apple 100% Vegetable & Fruit Puree,Nutri-Score not computed - Unknown nutritional quality
3841,3841,Thyme,Nutri-Score not computed - Unknown nutritional quality
3842,3842,Milano Salame,Nutri-Score E - Bad nutritional quality
3843,3843,18-in-1 Hemp Pure-Castile Soap Lavender,
3844,3844,Any'tizers Homestyle Chicken Fries,
3845,3845,Sliced Yellow Cling 100 Calorie in Extra Light Syrup Peaches,
3846,3846,Lettuce Boston,Nutri-Score not computed - Unknown nutritional quality
3847,3847,Protein & Fiber Bar S'mores,Nutri-Score B - Good nutritional quality
3848,3848,Cheddar Cheese Flavor Freshly Popped Rice Cakes,
3849,3849,Sweet Tangerine All Good Lips SPF 12 Lip Balm with Clear Zinc,
3850,3850,Garlic Hummus To Go,Nutri-Score A - Very good nutritional quality
3851,3851,Triscuit Reduced Fat Crackers,
3852,3852,Oh Berries Pacific Blackberry Jam,
3853,3853,Hot 'n Spicy Snack Mix,Nutri-Score C - Average nutritional quality
3854,3854,Fig Newmans Strawberry Fig and Strawberry filled Cookies,Nutri-Score D - Poor nutritional quality
3855,3855,Organic Sprouted Honey Wheat Bread with Flaxseed,
3856,3856,Organic Spicy Very Veggie Juice,
3857,3857,Anjou Pear,Nutri-Score D - Poor nutritional quality
3858,3858,Organic Unsweetened Lemon Iced Green Tea,Nutri-Score B - Good nutritional quality
3859,3859,French Roast Organic Whole Bean Coffee,
3860,3860,42.2 Oz Wj Rf Lav&Van,
3861,3861,Organic Chocolate Cakes,Nutri-Score E - Bad nutritional quality
3862,3862,Free & Clear Overnight Diapers Size 5,Nutri-Score B - Good nutritional quality
3863,3863,Salted Sweet Cream Butter,Nutri-Score E - Bad nutritional quality
3864,3864,Vegetarian Fed Hens Grade A Brown Eggs Large,
3865,3865,"Pasta Sauce, Hearty, Tomato & Basil",Nutri-Score C - Average nutritional quality
3866,3866,Gluten Free Everything Baked Cracker,
3867,3867,1% Milkfat Low Fat Vitamin A & D Milk,Nutri-Score A - Very good nutritional quality
3868,3868,Light and Lean Macaroni and Cheese,
3869,3869,Organic Black Cherry Lowfat Yogurt,Nutri-Score B - Good nutritional quality
3870,3870,"Ale,Variety",
3871,3871,Reclosable Gallon Freezer Bags,
3872,3872,Dressing with Olive Oil Mayonnaise,Nutri-Score E - Bad nutritional quality
3873,3873,Easy Grab Glass Bakeware,
3874,3874,Organic Rotini,Nutri-Score A - Very good nutritional quality
3875,3875,Soothing Mint Get Regular Gentle Herbal Laxative Tea,
3876,3876,Honey Maple Ham,Nutri-Score D - Poor nutritional quality
3877,3877,Chunky Baked Potato with Cheddar & Bacon Bits Soup Bowl,Nutri-Score C - Average nutritional quality
3878,3878,"\""Im Pei-nut Butter\"" Double Chocolate Cookie & Peanut Butter Ice Cream",
3879,3879,Berry Colossal Crunch Cereal,Nutri-Score E - Bad nutritional quality
3880,3880,Roasted Salted Cashews,Nutri-Score C - Average nutritional quality
3881,3881,Peanut Butter Cookies,Nutri-Score D - Poor nutritional quality
3882,3882,Natural Hibiscus Full Leaf Loose Herb Tea,
3883,3883,Super Soft Flour Tortillas,Nutri-Score not computed - Unknown nutritional quality
3884,3884,Nutrish® Real Chicken & Veggies Super Premium Dog Food,
3885,3885,Makeup Remover Face Wipe,
3886,3886,Sweet Gherkins Pickles,Nutri-Score B - Good nutritional quality
3887,3887,Plum Preserves,Nutri-Score C - Average nutritional quality
3888,3888,Original Bite Size Candy,
3889,3889,Garlic & Herbs Spreadable Cheese,Nutri-Score A - Very good nutritional quality
3890,3890,Mild Salsa,Nutri-Score B - Good nutritional quality
3891,3891,Dark Chocolate Sauce,Nutri-Score D - Poor nutritional quality
3892,3892,Standard Bottle with Level 3 Nipple,
3893,3893,Sour Skittles,Nutri-Score D - Poor nutritional quality
3894,3894,"Red Wine Vinegar, Italian",Nutri-Score not computed - Unknown nutritional quality
3895,3895,Ultra Thin Oven Roasted Turkey Breast,Nutri-Score C - Average nutritional quality
3896,3896,Chicken Mozzarella Tortelloni,Nutri-Score B - Good nutritional quality
3897,3897,Fromage Blanc Cheese,Nutri-Score A - Very good nutritional quality
3898,3898,Grape Leaves,Nutri-Score not computed - Unknown nutritional quality
3899,3899,Natural Free & Clear Dish Liquid,Nutri-Score D - Poor nutritional quality
3900,3900,"Makeup Dissolving Facial Cleansing Wipes, Oil-Free",
3901,3901,"Fillo Appetizers, Spinach & Feta, Spanakopita",Nutri-Score C - Average nutritional quality
3902,3902,Caffe Verona Dark Keurig Brewed K-Cups Ground Coffee,
3903,3903,Sweetened Lime Juice,Nutri-Score E - Bad nutritional quality
3904,3904,Kickin' Chicken Recipe Dog Food,
3905,3905,Italian Style Whole Peeled Tomatoes With Basil Leaf,Nutri-Score A - Very good nutritional quality
3906,3906,"9\"" Strawberry Rhubarb Pie",Nutri-Score A - Very good nutritional quality
3907,3907,Thai Basil & Sweet Chili Medium Stir-Fry Sauce,Nutri-Score C - Average nutritional quality
3908,3908,Moist & Meaty Rise & Shine Awaken Bacon and Egg Flavor Dog Food,Nutri-Score E - Bad nutritional quality
3909,3909,Goat Cheese & Basil Ravioli,Nutri-Score D - Poor nutritional quality
3910,3910,Chocolate Shell Topping,Nutri-Score not computed - Unknown nutritional quality
3911,3911,"Nutmeg, Ground",Nutri-Score not computed - Unknown nutritional quality
3912,3912,Organic Classic Sea Salt  Oven Crinkles Fries,
3913,3913,Organic Broccoli Crown,
3914,3914,Caesar Salad Dressing,Nutri-Score E - Bad nutritional quality
3915,3915,Ylang Ylang + Cedarwood Hand Soap,
3916,3916,NyQuil Severe Cold & Flu and DayQuil Severe Cold & Flu Caplets Convenience,
3917,3917,Xtra Protection Long Unscented Pantiliners,
3918,3918,Gallon Size Black Iced Tea Bags,
3919,3919,Organic All Stars Pasta In Tomato & Cheese Sauce,
3920,3920,"Lash Stiletto Ultimate Length Mascara, Very Black 951",
3921,3921,Tomatoes Kumato,Nutri-Score not computed - Unknown nutritional quality
3922,3922,Organic Ashwagandha True Chai Elixir,
3923,3923,Maximum Absorbency XL for Women Underwear,
3924,3924,Amazing Meal Chocolate Infusion Single,
3925,3925,Revive Beauty Bar,
3926,3926,Vanilla Porter Ale,
3927,3927,Deluxe Plain Bagels,Nutri-Score B - Good nutritional quality
3928,3928,Crumbled Gorgonzola,Nutri-Score E - Bad nutritional quality
3929,3929,"Sparkle Moisturizing Body Wash, Diamond Powder & White Calla Blossom Scent",
3930,3930,Small Soft and Fluffy Flour Tortillas,
3931,3931,Lightly Salted Baked Snap Pea Crisps,
3932,3932,Citrus Chia Power Snacks,
3933,3933,Trimmed Green Beans,Nutri-Score A - Very good nutritional quality
3934,3934,Crunch Chocolate Dipped Mixed Nuts,Nutri-Score C - Average nutritional quality
3935,3935,Organic Pumpkin,Nutri-Score D - Poor nutritional quality
3936,3936,Simply Sleep Nighttime Sleep Aid,
3937,3937,Laredo Chili With Beans,Nutri-Score B - Good nutritional quality
3938,3938,Smoked Salmon,Nutri-Score D - Poor nutritional quality
3939,3939,Daily Grind Black Peppercorn,
3940,3940,Organic Green Tea with Ginger,Nutri-Score not computed - Unknown nutritional quality
3941,3941,Mold & Mildew Stain Remover,Nutri-Score E - Bad nutritional quality
3942,3942,Mushrooms Premium Large White,
3943,3943,Goat Milk Yogurt Blueberry,Nutri-Score C - Average nutritional quality
3944,3944,Spill-Proof 6+ Months Sippy Cups,
3945,3945,Chocolate Chip Muffins,Nutri-Score D - Poor nutritional quality
3946,3946,Caramel Cookie Crunch Gelato,Nutri-Score D - Poor nutritional quality
3947,3947,Fluffly Vanilla Marshmallow Frosting,
3948,3948,Chunk White in Water To Go Tuna Cups,
3949,3949,Parsley Freeze-Dried Herbs,
3950,3950,Cashew Milk Salted Caramel Cluster Non-Dairy Frozen Dessert,
3951,3951,Assorted Twin Pops,Nutri-Score C - Average nutritional quality
3952,3952,Normal to Oily Skin Daily Facial Cleanser,
3953,3953,Meatballs Italian,Nutri-Score D - Poor nutritional quality
3954,3954,Marble Pound Cake,Nutri-Score not computed - Unknown nutritional quality
3955,3955,Glazed Chocolate Pie,Nutri-Score E - Bad nutritional quality
3956,3956,London Dry Gin England,
3957,3957,Heel Balm,Nutri-Score not computed - Unknown nutritional quality
3958,3958,Sicilian Orange Marmalade,Nutri-Score not computed - Unknown nutritional quality
3959,3959,Dark Chocolate with Marzipan,Nutri-Score E - Bad nutritional quality
3960,3960,Mint Glide Floss Picks,
3961,3961,Vanilla Whole Milk Yogurt,Nutri-Score C - Average nutritional quality
3962,3962,Dusk Deodorant Milled Bar Soap,
3963,3963,Nail Lacquer Top Coat,
3964,3964,Baby Peas,Nutri-Score A - Very good nutritional quality
3965,3965,Potatoes O'Brien with Peppers and Onions,Nutri-Score not computed - Unknown nutritional quality
3966,3966,Shabbos Candles,
3967,3967,Pomegranate & Spruce Candle,Nutri-Score not computed - Unknown nutritional quality
3968,3968,Organic Seedless Raisins,Nutri-Score B - Good nutritional quality
3969,3969,Eco-Foil Poultry Pans & Lids (9 3/8 in x 9 3/8 in x 2 3/8 in),
3970,3970,Jasmine Rice,Nutri-Score A - Very good nutritional quality
3971,3971,Persian Rose Soap Bar,
3972,3972,Lager,Nutri-Score not computed - Unknown nutritional quality
3973,3973,VitaSea Juice,
3974,3974,"Sparkling Citrus Beverage, with Orange Pulp!",Nutri-Score not computed - Unknown nutritional quality
3975,3975,Cheez-It Baked Snack Crackers,Nutri-Score D - Poor nutritional quality
3976,3976,Wet Skin Broad Spectrum SPF 30 Sunscreen Spray,
3977,3977,Premium Crab Meat,Nutri-Score not computed - Unknown nutritional quality
3978,3978,Organic Snackimals Chocolate Crisp Cereal,
3979,3979,Silver Ultra Men's Multivitamin/Multimineral Supplement,
3980,3980,Decaf Librarian's Blend Whole Bean,
3981,3981,"Orange, Cherry, & Grape Ice Pops",Nutri-Score not computed - Unknown nutritional quality
3982,3982,Vegetable Classics Garden Vegetable Soup,Nutri-Score B - Good nutritional quality
3983,3983,Heirloom Red & Black Quinoa Polenta,Nutri-Score A - Very good nutritional quality
3984,3984,Cucumbers,Nutri-Score B - Good nutritional quality
3985,3985,Curry Powder,Nutri-Score not computed - Unknown nutritional quality
3986,3986,Very Berry Cheesecake,Nutri-Score D - Poor nutritional quality
3987,3987,Shredded Italian Five Cheese Blend,
3988,3988,No Sugar Added Sweet Relish,Nutri-Score not computed - Unknown nutritional quality
3989,3989,"Energizing Bites, Crunchy, Almond Blueberry Lemon",Nutri-Score C - Average nutritional quality
3990,3990,Multi Surface Antibacterial Everyday Fresh Citrus Cleaner,
3991,3991,Organic Gen Mai Cha Tea Sachets,
3992,3992,Sweetened Raspberries,Nutri-Score E - Bad nutritional quality
3993,3993,Blackcurrant Jelly,Nutri-Score not computed - Unknown nutritional quality
3994,3994,Milk Thistle,Nutri-Score not computed - Unknown nutritional quality
3995,3995,Lemon Thins,Nutri-Score not computed - Unknown nutritional quality
3996,3996,Hot Chocolate All Natural,Nutri-Score not computed - Unknown nutritional quality
3997,3997,Naturally Hickory Smoked Bacon,Nutri-Score not computed - Unknown nutritional quality
3998,3998,Milk Chocolate With Whole Almonds Bar,Nutri-Score E - Bad nutritional quality
3999,3999,Original 0 Calorie Sweetener,Nutri-Score not computed - Unknown nutritional quality
4000,4000,Organic Potato Quinoa & Spinach Soup,Nutri-Score E - Bad nutritional quality
4001,4001,Body Creme,Nutri-Score not computed - Unknown nutritional quality
4002,4002,ProActive Health Adult Chicken Dry Dog Food,
4003,4003,Organic Gluten-Free White Cheddar Macaroni & Cheese,
4004,4004,Herbal Expec Herbal Expectorant Natural Cherry,
4005,4005,Pure Water,Nutri-Score A - Very good nutritional quality
4006,4006,2 in 1 Whitening Toothpaste,
4007,4007,V-Fusion Light Strawberry Banana Juice,
4008,4008,Montanas Chocolate Chip Cookies,
4009,4009,Wastebasket Liners,
4010,4010,Organic Extra Large Omega 3 Grade AA Eggs,
4011,4011,Special K Berry Streusel Pastry Crisps,
4012,4012,Mixed Fruit Snacks,Nutri-Score C - Average nutritional quality
4013,4013,"Cheese, Fresh Mozzarella",Nutri-Score D - Poor nutritional quality
4014,4014,Special Request Rich Sante Fe Blend Dressing,
4015,4015,Hello Hydration Moisturizing Conditioner,
4016,4016,Colby Jack Shredded Cheese,Nutri-Score D - Poor nutritional quality
4017,4017,Homegrown Mini Oatmeal Cookies Bites,
4018,4018,Thai Style Tom Yum Noodle Soup Bowl,
4019,4019,Protein Power Gluten-Free Black Bean And Quinoa Pasta Elbows,
4020,4020,Swiss Fudge Cookies,Nutri-Score E - Bad nutritional quality
4021,4021,Almond Walnut Macadamia With Peanuts Plus Protein Bars,
4022,4022,Shoepeg White Corn & Butter Sauce Steamers,Nutri-Score A - Very good nutritional quality
4023,4023,Steamy Vegetables,Nutri-Score A - Very good nutritional quality
4024,4024,Rain Forest Incense of Auroville,
4025,4025,Mint Chocolate Chip Frozen Yogurt,Nutri-Score B - Good nutritional quality
4026,4026,Enameled Lemon Squeezer,
4027,4027,Chicken Pot Pie,Nutri-Score not computed - Unknown nutritional quality
4028,4028,Cheddar Slices,Nutri-Score D - Poor nutritional quality
4029,4029,Rustic Tomato Basil Sauce,
4030,4030,Maximum Whitening Liquid Mint Toothpaste,
4031,4031,Reserve Dark Roast Guatemala San Sebastián Ground Coffee,
4032,4032,Plain Round Challah Bread,
4033,4033,"Tulsi Cleanse, Caffeine Free, Infusion Bags",
4034,4034,Seasoned Steak Fries,Nutri-Score not computed - Unknown nutritional quality
4035,4035,Reduced Fat Creamy Peanut Butter Spread,Nutri-Score C - Average nutritional quality
4036,4036,Vitamin E 1000 IU,Nutri-Score not computed - Unknown nutritional quality
4037,4037,100% Whole Wheat Flour Tortillas,Nutri-Score C - Average nutritional quality
4038,4038,Caramel & Chocolate Milk Duds,Nutri-Score D - Poor nutritional quality
4039,4039,Sambucus Standardized Elderberry Gummies,
4040,4040,Beautiful Earth Long Lasting Women's Deodorant,
4041,4041,"Jalapeño String Cheese, Low Moisture Part Skim Mozzarella Cheese with Jalapeño Peppers",
4042,4042,Evenly Gorgeous Burnt Brown Sugar & Karite Butter Body Wash,
4043,4043,Palmetto Cheese Original,Nutri-Score D - Poor nutritional quality
4044,4044,Cocoa Mocha Almonds,
4045,4045,Organic Mint,Nutri-Score not computed - Unknown nutritional quality
4046,4046,Luxurious Volume All Day Hold Hairspray,
4047,4047,"Black Pepper, Coarse Ground",Nutri-Score not computed - Unknown nutritional quality
4048,4048,Peppermint Pattie Bar,
4049,4049,Snow Peas,Nutri-Score A - Very good nutritional quality
4050,4050,Basil & Garlic Pre-Cooked Polenta,Nutri-Score C - Average nutritional quality
4051,4051,Chanukah Candles,
4052,4052,Hearty Style 100% Whole Grain Whole Wheat Bread,
4053,4053,Ultra Sharp Cheese Cheddar,Nutri-Score D - Poor nutritional quality
4054,4054,Grated Sushi Wasabi,Nutri-Score not computed - Unknown nutritional quality
4055,4055,"Gourmet Red Velvet Cupcakes, Real Cream Cheese Filled",Nutri-Score E - Bad nutritional quality
4056,4056,One Chocolate Cherry Almond Meal Bar,
4057,4057,Giant Peach,Nutri-Score not computed - Unknown nutritional quality
4058,4058,Braeburn Apple,Nutri-Score not computed - Unknown nutritional quality
4059,4059,Sonoma Pinot Noir Wine,
4060,4060,Oreo Cookie Sticks & Creme Dip,Nutri-Score E - Bad nutritional quality
4061,4061,Watermelon Gummy Candy,Nutri-Score D - Poor nutritional quality
4062,4062,Baguette,Nutri-Score B - Good nutritional quality
4063,4063,Greek Yogurt Covered Craisins,Nutri-Score E - Bad nutritional quality
4064,4064,Sport Chocolate Coconut Almond Energy Bar,
4065,4065,Moroccan Beets,Nutri-Score A - Very good nutritional quality
4066,4066,Ultimate Caesar Salad Kit,Nutri-Score C - Average nutritional quality
4067,4067,Mixed Berry Fruit On The Bottom Yogurt,Nutri-Score B - Good nutritional quality
4068,4068,Fructis® Sleek & Shine Intensely Smooth Leave-In Conditioning Cream,
4069,4069,Simple Mornings Triple Chocolate Chunk Muffin Mix,
4070,4070,Snug & Dry Diapers Step 1 Jumbo,
4071,4071,Organic Mango Yogurt,Nutri-Score B - Good nutritional quality
4072,4072,Oven Roasted Chicken Breast,Nutri-Score not computed - Unknown nutritional quality
4073,4073,Biosil Beauty Bones & Joint Liquid,
4074,4074,Bistro Wild Salmon Frozen Entree,
4075,4075,Delightfully Turkish Sun Dried Figs,
4076,4076,"Grape Leaves, in Vinegar Brine",Nutri-Score C - Average nutritional quality
4077,4077,UltraClean Access Flosser with Disposable Heads,
4078,4078,Unsweetened Coconut Juice,
4079,4079,Citrus Soda Mini Cans,
4080,4080,Bellavitano Raspberry Wedge,
